Date,ICICIPru_Dynamic_Plan,ICICIPru_Export_And_Services,Tata_Ethical_Fund,Principal_Growth_Fund,Birla_Equity_Fund,Birla_India_GenNext_Fund,HSBC_India_Opp_Fund,Reliance_Equity_Opp_Fund,SBI_Magnum_Multipler_Plus,Birla_Advantage_Fund,DSPBR_Opp_Fund,DWS_Inv_Opp_Fund,Franklin_India_FlexiCap,HDFC_Capital_Builder_Fund,Franklin_India_PrimaPlus,HDFC_Equity,SBI_Magnum_Multicap,Tata_Dividend_Yield,Taurus_Starshare,Tata_Equity_Opp_Fund,UTI_Service_Industries,Tata_Equity_PE,Birla_Dividend_Yield_Plus,HDFC_Premier_Multicap,Reliance_Growth_Fund,Reliance_Regular_Savings_Equity,HDFC_Core_Satellite_Fund,Reliance_Vision_Fund,HDFC_Growth_Fund,Franklin_India_Growth_Fund
03-10-2011,-0.5582,-0.5279,-0.4653,-0.7134,-0.6886,-0.3454,-0.5097,-0.4719,-0.5274,-0.6472,-0.6658,-0.7162,-0.5606,-0.5553,-0.5098,-0.5849,-0.6623,-0.4294,-0.5419,-0.5322,-0.5787,-0.5963,-0.4666,-0.5324,-0.6213,-0.627,-0.6017,-0.6682,-0.55,-0.6709
01-11-2011,-0.3423,-0.3613,-0.3589,-0.5809,-0.5377,-0.2153,-0.4041,-0.3316,-0.4654,-0.5164,-0.5083,-0.56,-0.3996,-0.4637,-0.3075,-0.4948,-0.4783,-0.2913,-0.3707,-0.4097,-0.3887,-0.416,-0.4401,-0.4747,-0.5315,-0.5346,-0.5742,-0.532,-0.3764,-0.5208
01-12-2011,-0.3999,-0.4206,-0.3919,-0.6198,-0.5732,-0.2451,-0.4212,-0.3878,-0.5094,-0.553,-0.5608,-0.5886,-0.4469,-0.5295,-0.3584,-0.5639,-0.5243,-0.3216,-0.3987,-0.4428,-0.4354,-0.4588,-0.4645,-0.5131,-0.5502,-0.5706,-0.6068,-0.5735,-0.4451,-0.5284
02-01-2012,-0.5521,-0.5365,-0.5059,-0.7374,-0.6916,-0.3451,-0.5429,-0.5071,-0.5806,-0.6778,-0.6888,-0.6617,-0.5352,-0.631,-0.4669,-0.6483,-0.6313,-0.4697,-0.5333,-0.5464,-0.5595,-0.6053,-0.5599,-0.6163,-0.6468,-0.6802,-0.7443,-0.6811,-0.5507,-0.6974
01-02-2012,-0.1156,-0.0835,-0.1627,-0.2261,-0.2386,-0.03,-0.1517,-0.085,-0.1959,-0.2061,-0.2507,-0.26,-0.1341,-0.2388,-0.1132,-0.1845,-0.2142,-0.103,-0.1825,-0.1273,-0.1577,-0.1593,-0.1456,-0.2611,-0.1769,-0.2102,-0.3309,-0.1548,-0.1203,-0.1414
01-03-2012,-0.0777,-0.0725,-0.0514,-0.1286,-0.1743,0.0141,-0.1099,-0.0019,-0.0969,-0.1736,-0.2087,-0.2469,-0.0985,-0.1448,-0.059,-0.1199,-0.1422,0.0084,-0.1698,-0.0689,-0.0904,-0.0507,-0.0293,-0.1357,-0.1127,-0.1325,-0.2157,-0.1037,-0.0836,-0.0872
02-04-2012,-0.1308,-0.1696,-0.1432,-0.1813,-0.2379,-0.022,-0.2178,-0.0609,-0.1743,-0.2673,-0.2911,-0.2946,-0.2061,-0.2325,-0.1574,-0.1867,-0.1916,-0.046,-0.249,-0.1231,-0.1493,-0.1321,-0.1139,-0.2024,-0.1655,-0.1932,-0.3012,-0.1575,-0.1616,-0.1636
02-05-2012,-0.1563,-0.1814,-0.2808,-0.1775,-0.2513,-0.0222,-0.2047,-0.0509,-0.1905,-0.271,-0.338,-0.3166,-0.2252,-0.246,-0.1813,-0.2119,-0.1803,-0.1318,-0.3178,-0.1565,-0.1585,-0.1999,-0.166,-0.2818,-0.1762,-0.2147,-0.3366,-0.1807,-0.1972,-0.2107
01-06-2012,-0.211,-0.2356,-0.3683,-0.2343,-0.311,-0.1385,-0.2936,-0.1251,-0.2585,-0.3561,-0.4239,-0.3956,-0.3059,-0.3292,-0.2707,-0.2877,-0.2458,-0.2081,-0.3853,-0.2235,-0.2018,-0.2658,-0.2572,-0.3841,-0.2423,-0.2771,-0.4228,-0.2526,-0.2652,-0.263
02-07-2012,-0.1134,-0.1462,-0.2054,-0.1237,-0.1814,-0.1395,-0.1597,-0.0564,-0.1596,-0.2225,-0.2773,-0.2354,-0.1916,-0.1981,-0.1413,-0.1753,-0.1578,-0.1122,-0.2185,-0.1142,-0.1034,-0.1519,-0.1431,-0.3456,-0.1505,-0.1608,-0.3009,-0.1467,-0.1534,-0.144
01-08-2012,-0.1077,-0.1328,-0.1861,-0.0994,-0.1749,-0.097,-0.1646,-0.0537,-0.1298,-0.2126,-0.2587,-0.2176,-0.1596,-0.1789,-0.1418,-0.1728,-0.1183,-0.1512,-0.2208,-0.1031,-0.1257,-0.1528,-0.1647,-0.3427,-0.1589,-0.1558,-0.3061,-0.1506,-0.1439,-0.124
03-09-2012,0.0054,-0.0191,-0.0202,0.0207,-0.0591,0.0133,-0.0742,0.0624,-0.0331,-0.1372,-0.1554,-0.1091,-0.0514,-0.0723,-0.0415,-0.0991,0.0112,-0.0346,-0.1499,0.0187,0.0216,-0.0447,-0.103,-0.25,-0.0487,-0.0354,-0.2136,-0.0853,-0.0353,-0.0439
01-10-2012,0.152,0.1292,0.1563,0.1843,0.1196,0.2333,0.1189,0.2321,0.1377,0.0655,0.0292,0.0622,0.1018,0.1186,0.1157,0.0964,0.16,0.12,0.0942,0.1391,0.1729,0.1195,0.0673,-0.0276,0.1112,0.1648,0.0042,0.081,0.1227,0.1159
01-11-2012,0.0462,0.0596,0.0875,0.1146,0.0462,0.1543,0.0024,0.1656,0.049,-0.019,-0.0382,-0.0243,0.0176,0.0258,0.0226,0.0195,0.0625,-0.0086,0.0016,0.0525,0.0688,0.0254,0.0077,-0.0898,0.0372,0.0969,-0.0509,0.0029,0.0198,0.0571
03-12-2012,0.1707,0.2055,0.2198,0.2725,0.2063,0.3633,0.1271,0.3296,0.2333,0.142,0.1416,0.1228,0.1955,0.1839,0.2161,0.1608,0.2193,0.1671,0.1712,0.231,0.2286,0.1664,0.1459,0.0346,0.2294,0.2606,0.074,0.1336,0.1573,0.1478
01-01-2013,0.334,0.3318,0.3252,0.4867,0.3889,0.6794,0.2826,0.5352,0.4049,0.2964,0.3384,0.2604,0.3391,0.3332,0.3774,0.323,0.439,0.3108,0.3248,0.4029,0.3278,0.2949,0.3332,0.205,0.3692,0.4491,0.2271,0.2594,0.2965,0.3268
01-02-2013,0.1713,0.1742,0.2203,0.3152,0.2085,0.4831,0.0932,0.3355,0.1977,0.0833,0.169,0.1074,0.1834,0.2134,0.2359,0.1669,0.276,0.1588,0.1853,0.2292,0.1889,0.1016,0.1415,0.0396,0.1662,0.2415,0.0569,0.0394,0.1496,0.1456
01-03-2013,-0.0393,0.1078,0.0394,0.073,0.0289,0.252,-0.0799,0.1266,-0.0023,-0.0473,-0.0018,0.0027,0.0162,-0.0025,0.0322,-0.0316,0.0486,-0.0575,0.0319,0.0325,0.0629,-0.1277,-0.0643,-0.2034,-0.0322,0.0423,-0.1388,-0.1453,-0.0635,-0.0362
01-04-2013,-0.0786,0.1482,0.0088,0.033,-0.0097,0.1525,-0.127,0.0752,-0.0654,-0.066,-0.0033,-0.0129,0.0,-0.0123,-0.0066,-0.056,-0.0275,-0.1289,-0.0064,-0.0304,0.0691,-0.1576,-0.1312,-0.2509,-0.0835,-0.008,-0.1769,-0.211,-0.0788,-0.0371
02-05-2013,0.0209,0.1758,0.1704,0.1191,0.0964,0.2425,-0.0459,0.1043,0.0712,0.0307,0.1281,0.1031,0.0634,0.0477,0.0835,0.0401,0.0925,-0.0337,0.0881,0.113,0.1263,-0.0436,-0.0403,-0.1327,-0.0267,0.064,-0.0657,-0.0344,0.0331,0.0847
03-06-2013,0.1144,0.4303,0.395,0.2594,0.1984,0.4881,0.0969,0.1714,0.231,0.1686,0.2824,0.3239,0.2451,0.189,0.269,0.1449,0.2801,0.111,0.1484,0.3036,0.2556,0.0727,0.0716,-0.094,0.0792,0.1819,0.0006,0.0348,0.0839,0.2487
01-07-2013,-0.1168,0.3317,0.2496,0.0826,0.0189,0.3095,-0.1158,-0.0058,-0.0067,-0.0025,0.1356,0.1263,0.0258,-0.0042,0.0542,-0.0389,0.0319,-0.1239,-0.005,0.069,0.0312,-0.1662,-0.1643,-0.2626,-0.0752,0.0267,-0.1982,-0.1168,-0.1092,0.0264
01-08-2013,-0.1523,0.5055,0.1991,-0.0313,-0.0957,0.1496,-0.1751,-0.1403,-0.1066,-0.0765,0.0409,0.022,-0.0632,-0.081,-0.0302,-0.1417,-0.109,-0.1624,-0.0746,-0.0048,0.0472,-0.2584,-0.253,-0.3396,-0.1785,-0.0882,-0.2677,-0.2286,-0.2122,-0.1286
02-09-2013,-0.0105,0.5918,0.0878,-0.0654,-0.1033,0.0131,-0.1918,-0.1433,-0.1665,-0.0738,-0.0102,-0.0453,-0.1432,-0.1582,-0.1221,-0.1256,-0.2049,-0.17,-0.0794,-0.1207,0.0677,-0.3018,-0.2665,-0.3296,-0.1484,-0.1558,-0.2499,-0.2355,-0.2423,-0.1921
01-10-2013,-0.0956,0.5474,-0.0919,-0.1284,-0.2172,-0.0026,-0.354,-0.4087,-0.2143,-0.2304,-0.1134,-0.1556,-0.2208,-0.2722,-0.1949,-0.3044,-0.258,-0.2777,-0.2299,-0.148,-0.1621,-0.3638,-0.4251,-0.5113,-0.3262,-0.3257,-0.4232,-0.3665,-0.3888,-0.2814
01-11-2013,0.1568,0.7061,0.1692,0.0769,0.0114,0.1067,-0.0033,-0.1391,0.0414,0.0431,0.0952,0.0905,0.0353,0.0536,0.0206,-0.026,-0.0166,-0.0184,-0.0129,0.1,0.1813,-0.1192,-0.1687,-0.1163,-0.1176,-0.1387,-0.1188,-0.1312,-0.1157,-0.064
02-12-2013,0.1002,0.6669,0.1064,-0.0385,-0.0447,-0.0295,-0.0335,-0.1587,-0.0095,-0.0633,-0.0439,-0.0266,-0.0579,0.0015,-0.0905,-0.0728,-0.0778,-0.1655,-0.1065,-0.0774,0.0511,-0.2159,-0.2463,-0.1185,-0.2095,-0.2306,-0.1382,-0.1336,-0.1785,-0.1121
