Date,ICICIPru_Dynamic_Plan,ICICIPru_Export_And_Services,Tata_Ethical_Fund,Principal_Growth_Fund,Birla_Equity_Fund,Birla_India_GenNext_Fund,HSBC_India_Opp_Fund,Reliance_Equity_Opp_Fund,SBI_Magnum_Multipler_Plus,Birla_Advantage_Fund,DSPBR_Opp_Fund,DWS_Inv_Opp_Fund,Franklin_India_FlexiCap,HDFC_Capital_Builder_Fund,Franklin_India_PrimaPlus,HDFC_Equity,SBI_Magnum_Multicap,Tata_Dividend_Yield,Taurus_Starshare,Tata_Equity_Opp_Fund,UTI_Service_Industries,Tata_Equity_PE,Birla_Dividend_Yield_Plus,HDFC_Premier_Multicap,Reliance_Growth_Fund,Reliance_Regular_Savings_Equity,HDFC_Core_Satellite_Fund,Reliance_Vision_Fund,HDFC_Growth_Fund,Franklin_India_Growth_Fund
02-07-2012,105.4534,16.3600,63.7692,47.8700,234.5800,25.3600,34.5767,37.4436,77.5200,138.8300,76.1910,32.5000,30.2733,105.4030,218.2280,258.3450,16.2200,33.9138,53.8900,78.5795,56.9300,44.2442,83.8300,26.0720,424.3183,27.7753,35.7310,250.3164,84.2300,107.5453
01-08-2012,105.0743,16.3000,64.3538,48.0800,235.6000,26.1900,34.1180,37.6496,78.0200,138.8300,76.6080,32.9500,30.6618,104.9270,218.7616,255.7380,16.3800,33.2045,53.3800,78.9922,55.9300,44.2078,82.7900,25.6360,418.3008,27.9227,34.5660,247.5706,83.4490,107.8457
03-09-2012,104.7285,16.3900,67.0949,48.5200,236.2300,26.6600,33.9688,37.7187,78.1100,138.2100,77.1160,32.9400,30.6163,105.1570,219.1748,248.1330,16.6200,33.4079,52.6600,80.5743,55.6800,44.4279,82.3800,25.3390,419.7363,28.0696,34.0990,241.3589,83.6110,106.6809
01-10-2012,111.8948,17.9700,71.2869,52.9500,259.9300,28.8100,36.9800,41.8778,83.9000,151.9600,83.8910,35.5000,33.1753,114.1640,236.4451,278.4620,17.6600,35.8725,59.2900,85.1012,61.0400,48.5454,89.8900,27.8240,467.8796,31.7407,37.9980,267.9337,91.4920,115.8365
01-11-2012,111.3236,17.9800,71.1908,52.7400,258.9100,29.0600,36.0010,41.7777,83.1800,149.3000,83.6840,35.1800,33.2755,111.6570,236.4341,274.1580,17.5600,35.0666,58.8100,83.9585,60.2200,47.9269,88.8200,27.3890,465.6251,31.4900,37.6120,260.2007,89.9980,116.6189
03-12-2012,115.0047,18.9500,73.1982,56.6100,270.5900,31.2000,37.1828,43.5205,86.6200,159.2600,88.6310,36.5600,35.2055,115.3100,250.3179,285.6350,18.2000,37.0014,62.6200,88.7618,63.4400,50.0551,92.5700,28.0220,498.4948,33.4500,38.6430,264.3445,92.8290,119.9550
01-01-2013,117.0761,19.0700,73.4663,58.2100,278.5700,32.1600,38.2659,44.6848,88.6200,163.7900,91.5620,36.8700,35.6864,117.7240,253.6914,296.8760,18.8200,37.4868,64.0200,88.7763,63.0400,50.7307,95.4700,28.9570,505.3754,34.3275,40.3020,272.0117,94.7630,125.9270
01-02-2013,118.8962,19.3800,74.5063,57.7900,276.5700,31.7300,37.7466,43.8244,87.0800,159.9100,91.1790,37.1200,36.0187,119.5990,255.2799,298.9020,18.8400,37.7204,63.7000,88.7083,64.4238,50.2673,93.7500,28.6720,496.1567,33.4183,39.5500,269.4891,96.3560,127.1895
01-03-2013,113.3699,19.2400,72.2695,53.6200,258.2700,29.9200,35.6021,41.5885,83.0252,149.6200,85.1560,35.2400,33.9907,113.3300,241.0424,275.8140,17.8181,35.9430,58.6300,85.2594,62.9672,47.2092,88.6500,26.4220,453.5588,30.6244,36.1550,247.0055,89.2850,118.7270
01-04-2013,111.7163,19.5600,72.3467,52.9700,254.7100,29.5800,34.9262,41.3490,82.4408,146.9800,84.3980,35.2400,33.6558,113.4590,239.0403,272.4270,17.7132,35.1637,57.3900,84.9278,63.5340,46.0206,86.6300,26.0690,443.7079,29.7742,35.3640,238.2801,88.4160,117.0217
02-05-2013,114.1984,19.2500,72.9469,55.5400,266.6800,31.9700,36.2346,42.5961,86.1649,153.5700,88.1860,37.1000,34.0816,115.7400,244.8839,285.1210,18.4807,35.9524,60.2400,88.4246,64.2289,47.0553,89.2000,26.7220,457.3396,31.1390,37.1260,261.4739,91.6850,122.1785
03-06-2013,112.4812,19.6000,73.7480,55.1900,260.5100,32.9000,36.5911,41.3196,86.3675,152.1400,88.0690,37.3300,34.1112,115.3210,247.6493,281.6920,18.3644,36.2528,58.5300,89.3109,63.8393,46.4406,87.8300,25.6870,450.5212,31.0452,35.8880,254.2405,88.6380,121.5627
01-07-2013,110.3685,19.9800,74.2654,54.0100,256.4600,32.0100,35.6489,40.4684,84.0524,150.0400,87.8120,37.0500,33.2349,114.4340,242.3005,272.4290,17.8492,35.0293,57.9100,87.5574,62.6444,44.4268,84.2500,24.6600,438.1441,30.4141,34.1090,250.2503,86.6030,118.0296
01-08-2013,108.5312,21.7800,74.0245,51.0500,242.1500,30.6700,34.0812,37.7293,81.1209,144.0500,84.6430,36.1200,32.4185,110.3210,234.5605,250.8020,17.0041,33.6464,54.7800,85.8186,61.9315,42.1190,78.6600,22.8720,399.7383,28.2688,30.9690,224.7801,80.4060,108.6773
02-09-2013,113.4704,22.6300,74.7856,50.5500,241.8100,28.9800,33.6508,37.7373,79.0635,143.6200,83.1190,35.1200,31.1553,106.7760,225.1418,246.1270,16.5417,33.7431,53.8700,83.9144,62.1476,41.4111,77.7000,22.7350,408.7226,27.0657,30.9230,217.9257,79.2210,103.2162
01-10-2013,118.1338,23.4000,76.6589,53.7100,255.6800,31.0500,35.0957,38.8108,83.7948,149.1500,86.8950,36.5900,33.0069,112.6490,237.4618,257.9060,17.3129,35.1916,57.0700,87.9621,63.9084,44.5510,81.2600,23.8010,423.8889,28.6612,32.3840,228.8548,83.0120,108.4436
01-11-2013,129.3419,25.0800,80.7107,59.5400,281.3600,33.4100,38.8827,42.2142,91.9357,165.1600,95.0530,39.7100,36.6596,124.1410,258.6486,289.5350,18.8566,37.7554,62.8400,95.1250,70.3171,48.4744,87.9800,27.1530,464.5789,31.0712,36.8220,252.9222,90.9650,120.4116
02-12-2013,130.3370,25.8900,81.7629,59.7700,285.3700,33.1000,39.5502,43.6119,93.3790,166.7700,93.9930,39.2300,36.9899,125.0600,260.2815,292.9660,18.9839,37.6454,63.5500,93.5201,70.3279,48.2541,88.5800,27.7410,474.4891,31.4855,37.3240,256.5017,90.7460,120.2300
01-01-2014,135.3252,27.2100,85.0823,62.6000,296.8400,33.4900,41.0263,46.3495,97.1004,174.1200,96.6150,39.5800,38.1077,128.9700,266.7541,304.8800,19.6166,39.5698,64.8300,96.0414,74.1615,51.3381,91.7700,28.5950,491.9005,32.9354,38.8910,269.3094,92.6390,124.2031
