Fund,Investment,Wealth,Absolute Return,Annualized Return,Half-Yr Return Mean,Half-Yr Return Std Dev,Half-Yr Sharpe,Annual Return Mean,Annual Return Std Dev,Annual Sharpe
Birla_Advantage_Fund,72000.0,99270.2590658,0.378753598136,0.0933096930385,0.141431719065,0.917702091263,0.105079545947,0.162669895093,0.472243654992,0.15388220535
Birla_Dividend_Yield_Plus,72000.0,105657.146519,0.467460368315,0.118030551076,0.213688429197,0.569770445148,0.29606384577,0.191904536883,0.41957962545,0.242872939251
Birla_Equity_Fund,72000.0,102407.147662,0.422321495305,0.102843286842,0.125392889977,0.848045496994,0.0947978501878,0.171729360024,0.491333721938,0.16634184949
Birla_India_GenNext_Fund,72000.0,121639.186814,0.689433150197,0.158362746239,0.203655906518,0.501230835838,0.316532613667,0.172200767199,0.371443958107,0.221300590318
DSPBR_Opp_Fund,72000.0,104204.413425,0.447283519791,0.109853810072,0.193199880918,0.626181539294,0.236672389105,0.159500877062,0.440214459432,0.157879587036
DWS_Inv_Opp_Fund,72000.0,91771.6662369,0.274606475512,0.0711446925998,0.129337302844,0.55449757488,0.152096792961,0.0981202085813,0.410538200938,0.019779422628
Franklin_India_FlexiCap,72000.0,110463.398908,0.53421387372,0.12695530057,0.238091309865,0.747156183334,0.258435002176,0.188053931793,0.462871204993,0.211838478468
Franklin_India_Growth_Fund,72000.0,99728.071436,0.385112103278,0.0955704182386,0.221987803777,0.760704130914,0.232663129572,0.160464678208,0.533419548282,0.132099917288
Franklin_India_PrimaPlus,72000.0,108444.873263,0.506178795325,0.122638066858,0.183676964045,0.573860125907,0.24165638591,0.154512443145,0.384264440907,0.16788553995
HDFC_Capital_Builder_Fund,72000.0,113602.479346,0.577812213141,0.13484210819,0.236531364918,0.6975931314,0.274560279189,0.181662084659,0.484672135042,0.189121837283
HDFC_Core_Satellite_Fund,72000.0,98000.7299796,0.361121249716,0.0901063010097,0.143834183613,0.864156554884,0.114370692503,0.190986643235,0.531372036098,0.19004884784
HDFC_Equity,72000.0,112720.428827,0.56556151149,0.13294184655,0.304915581147,0.896706719729,0.289855730339,0.215670659145,0.537246933757,0.233916010029
HDFC_Growth_Fund,72000.0,100068.465285,0.389839795621,0.0969487458467,0.192050774892,0.64120748862,0.229334150805,0.147251367569,0.439153985091,0.130367409867
HDFC_Premier_Multicap,72000.0,96954.4129854,0.346589069241,0.0873912379146,0.227674730619,0.755665334852,0.241740254837,0.163931586345,0.489723676645,0.150965921949
HSBC_India_Opp_Fund,72000.0,98255.8676261,0.36466482814,0.0921115107834,0.140547992786,0.488196679193,0.195716187467,0.109444834789,0.350143547549,0.0555338943835
ICICIPru_Dynamic_Plan,72000.0,117870.745319,0.637093684991,0.148825773597,0.202114522457,0.520719126575,0.301726044693,0.181343215704,0.408135368913,0.223806174768
ICICIPru_Export_And_Services,72000.0,138790.372249,0.92764405902,0.189659287781,0.0986224462589,0.761624724406,0.0704053381417,0.199397200346,0.489931799737,0.223290671078
Principal_Growth_Fund,72000.0,101610.716339,0.411259949152,0.0996832236648,0.0411249756813,0.667878432728,-0.00580199049528,0.114360127846,0.449608169142,0.0541807945636
Reliance_Equity_Opp_Fund,72000.0,132452.130557,0.839612924401,0.180386522412,0.201898850997,0.828770725339,0.189315146156,0.263940038284,0.582351543027,0.298685631328
Reliance_Growth_Fund,72000.0,98937.059122,0.374125821139,0.0932084687054,0.234387427568,0.795228001436,0.23815487788,0.165294005473,0.512701953796,0.146857262618
Reliance_Regular_Savings_Equity,72000.0,103018.254253,0.43080908685,0.104736331105,0.186781187852,0.969663254556,0.146216933751,0.189336651564,0.537687160096,0.18474804484
Reliance_Vision_Fund,72000.0,90431.6834019,0.255995602804,0.0672677792609,0.17461574475,0.652309124377,0.198702946051,0.119385296106,0.44376924377,0.0662175139871
SBI_Magnum_Multicap,72000.0,94197.4041512,0.308297279878,0.0781756363809,0.068709252278,0.739835933386,0.0320466352175,0.107067453861,0.449469623783,0.0379724300779
SBI_Magnum_Multipler_Plus,72000.0,107110.120362,0.48764056058,0.118184642494,0.205283945799,0.635892160384,0.252061522039,0.157931653659,0.436434485004,0.155651434505
Tata_Dividend_Yield,72000.0,115924.60197,0.610063916245,0.142102968693,0.223319137096,0.60646263392,0.294031531578,0.179716374477,0.441817270111,0.203062171957
Tata_Equity_Opp_Fund,72000.0,105441.484184,0.464465058116,0.110273596644,0.0906118810177,0.735523163194,0.0620128410635,0.150859071811,0.528481904423,0.115158288868
Tata_Equity_PE,72000.0,102900.222248,0.429169753447,0.104951055348,0.205238024394,0.664024820812,0.241313305424,0.184404661258,0.520175827006,0.181486059822
Tata_Ethical_Fund,72000.0,121434.79885,0.686594428474,0.151874031126,0.106242879232,0.731852603767,0.0836819858488,0.189665951331,0.516974817728,0.192786859076
Taurus_Starshare,72000.0,105379.706026,0.463607028142,0.108204673231,0.22342522045,1.12330221114,0.158839908513,0.154051357508,0.474093017722,0.13510293363
UTI_Service_Industries,72000.0,113323.10711,0.573932043192,0.131695752591,0.0988890866439,0.771855882455,0.0698175499712,0.167229628563,0.50291582575,0.153563726987
